timestamp,price
2024-03-28 09:15:00,4599.95
2024-03-28 09:15:01,4603.9
2024-03-28 09:15:02,4599.95
2024-03-28 09:15:03,4599.9
2024-03-28 09:15:04,4602.65
2024-03-28 09:15:05,4602.65
2024-03-28 09:15:06,4603.0
2024-03-28 09:15:07,4600.3
2024-03-28 09:15:08,4600.1
2024-03-28 09:15:09,4600.1
2024-03-28 09:15:10,4599.7
2024-03-28 09:15:11,4603.0
2024-03-28 09:15:12,4603.8
2024-03-28 09:15:43,4596.75
2024-03-28 09:15:44,4594.1
2024-03-28 09:15:45,4594.15
2024-03-28 09:15:46,4594.1
2024-03-28 09:15:47,4593.65
2024-03-28 09:15:48,4594.55
2024-03-28 09:15:49,4592.85
2024-03-28 09:15:50,4594.6
2024-03-28 09:15:51,4592.7
2024-03-28 09:15:52,4592.65
2024-03-28 09:15:53,4591.6
2024-03-28 09:15:54,4592.85
2024-03-28 09:15:55,4594.5
2024-03-28 09:15:56,4592.6
2024-03-28 09:15:57,4594.55
2024-03-28 09:15:58,4591.6
2024-03-28 09:15:59,4591.6
2024-03-28 09:16:00,4591.65
2024-03-28 09:16:01,4591.65
2024-03-28 09:16:02,4593.7
2024-03-28 09:16:03,4593.7
2024-03-28 09:16:04,4592.15
2024-03-28 09:16:05,4593.7
2024-03-28 09:16:06,4592.25
2024-03-28 09:16:07,4591.85
2024-03-28 09:16:08,4592.2
2024-03-28 09:16:09,4592.65
2024-03-28 09:16:10,4593.7
2024-03-28 09:16:11,4591.75
2024-03-28 09:16:12,4591.55
2024-03-28 09:16:13,4593.4
2024-03-28 09:16:14,4591.6
2024-03-28 09:16:15,4591.65
2024-03-28 09:16:16,4593.15
2024-03-28 09:16:17,4593.2
2024-03-28 09:16:18,4593.2
2024-03-28 09:16:19,4593.4
2024-03-28 09:16:20,4593.4
2024-03-28 09:16:21,4593.45
2024-03-28 09:16:22,4591.6
2024-03-28 09:16:23,4591.6
2024-03-28 09:16:24,4591.6
2024-03-28 09:16:25,4591.6
2024-03-28 09:16:26,4591.6
2024-03-28 09:16:27,4591.95
2024-03-28 09:16:28,4593.4
2024-03-28 09:16:29,4593.4
2024-03-28 09:16:30,4591.95
2024-03-28 09:16:31,4591.95
2024-03-28 09:16:32,4591.95
2024-03-28 09:16:33,4591.95
2024-03-28 09:16:34,4592.6
2024-03-28 09:16:35,4592.35
2024-03-28 09:16:36,4591.85
2024-03-28 09:16:37,4591.85
2024-03-28 09:16:38,4591.95
2024-03-28 09:16:39,4591.95
2024-03-28 09:16:40,4591.8
2024-03-28 09:16:41,4591.8
2024-03-28 09:16:42,4591.75
2024-03-28 09:16:43,4591.8
2024-03-28 09:16:44,4591.25
2024-03-28 09:16:45,4591.35
2024-03-28 09:16:46,4591.15
2024-03-28 09:16:47,4591.0
2024-03-28 09:16:48,4591.85
2024-03-28 09:16:49,4591.8
2024-03-28 09:16:50,4590.0
2024-03-28 09:16:51,4589.7
2024-03-28 09:16:52,4591.05
2024-03-28 09:16:53,4590.0
2024-03-28 09:16:54,4590.6
2024-03-28 09:16:55,4589.55
2024-03-28 09:16:56,4589.55
2024-03-28 09:16:57,4589.0
2024-03-28 09:16:58,4589.05
2024-03-28 09:16:59,4588.95
2024-03-28 09:17:00,4588.95
2024-03-28 09:17:01,4586.7
2024-03-28 09:17:02,4588.85
2024-03-28 09:17:03,4585.5
2024-03-28 09:17:04,4586.95
2024-03-28 09:17:05,4586.85
2024-03-28 09:17:06,4584.35
2024-03-28 09:17:07,4586.0
2024-03-28 09:17:08,4586.05
2024-03-28 09:17:09,4587.55
2024-03-28 09:17:10,4589.4
2024-03-28 09:17:11,4586.75
2024-03-28 09:17:12,4586.7
2024-03-28 09:17:42,4592.4
2024-03-28 09:17:43,4590.4
2024-03-28 09:17:44,4590.35
2024-03-28 09:17:45,4590.45
2024-03-28 09:17:46,4592.0
2024-03-28 09:17:48,4592.05
2024-03-28 09:17:49,4592.05
2024-03-28 09:17:50,4592.05
2024-03-28 09:17:51,4590.55
2024-03-28 09:17:52,4590.55
2024-03-28 09:17:53,4590.55
2024-03-28 09:17:54,4591.15
2024-03-28 09:17:55,4591.15
2024-03-28 09:17:56,4591.15
2024-03-28 09:17:57,4591.15
2024-03-28 09:17:58,4591.15
2024-03-28 09:17:59,4591.15
2024-03-28 09:18:00,4593.7
2024-03-28 09:18:01,4596.2
2024-03-28 09:18:02,4596.2
2024-03-28 09:18:03,4594.6
2024-03-28 09:18:04,4597.9
2024-03-28 09:18:05,4597.9
