,datetime,symbol,open,high,low,close,volume,change (%),last day change (%),rsi_14,stoch_oscillator,cci,adx,awesome_oscillator,momentum,macd,macd_signal,macd_diff,stoch_rsi_fast,williams_r,bull_bear_power,ultimate_oscillator,ema_10,ema_20,ema_30,ema_50,ema_100,ema_200,sma_10,sma_20,sma_30,sma_50,sma_100,sma_200,ichimoku_base_line,vwma_20
0,2006-01-04,NSE:PVRINOX,265.13000999,303.81934237,265.13000999,289.62999666,13741158.27240736,,,,,,0.0,,,,,,,,38.689332379999996,,289.62999666,289.62999666,289.62999666,289.62999666,289.62999666,289.62999666,,,,,,,,
1,2006-01-05,NSE:PVRINOX,291.64301099,294.09791849,275.19513074,277.50275361,2608811.12641007,-4.187150222646418,,,,,0.0,,,,,,,,18.90278774999996,,287.42504337818184,288.4750211314286,288.8475938825807,289.1544185011765,289.38985323326733,289.50932757492535,,,,,,,,
2,2006-01-06,NSE:PVRINOX,277.79732287,278.73020736,266.16106132,270.48171816,1485419.51180446,-2.5300777591084023,-4.187150222646418,,,,0.0,,,,,,,,12.569146040000021,,284.34443879305786,286.7613732293878,287.66269867467236,288.42215574269903,289.01543471696505,289.3199981280107,,,,,,,,
3,2006-01-09,NSE:PVRINOX,270.23622741,277.30634137,267.63400582,274.94963999,782243.32285115,1.6518387491745463,-2.5300777591084023,,,,0.0,,,,,,,,9.672335549999957,,282.63629355613824,285.636446254208,286.84250134017736,287.8938217916128,288.73690412831223,289.1770094898215,,,,,,,,
4,2006-01-10,NSE:PVRINOX,276.02980911,284.76926999,273.23120474,275.04784611,716632.90779163,0.035717857278741966,1.6518387491745463,,,,0.0,,,,,,,,11.538065249999988,,281.25657583865853,284.62800814523587,286.08155584145624,287.3900580393927,288.46583367250406,289.036420799475,,,,,,,,
5,2006-01-12,NSE:PVRINOX,269.05786199,280.35043649,269.05786199,273.96767699,320625.11521831,-0.3927204431072177,0.035717857278741966,,,,0.0,-5.407699427068054,,,,,,,11.2925745,,279.93132150253876,283.6127385114039,285.30001527039457,286.86369015510286,288.1787414609693,288.886483050127,,,,,,,,
6,2006-01-13,NSE:PVRINOX,274.94963999,279.95766111,267.09393599,269.35244107,248027.67518908,-1.6845913980459946,-0.3927204431072177,,,,0.0,-2.937020420148477,,,,,,,12.863725120000026,,278.0078886966226,282.25461494555594,284.2711395155304,286.17697450470666,287.8059434334254,288.6921144732103,,,,,,,,
7,2006-01-16,NSE:PVRINOX,268.66508661,275.73520057,266.16106132,268.41959586,219164.06220024,-0.3463288494042466,-1.6845913980459946,,,,0.0,-0.7623887906465369,,,,,,,9.57413925000003,,276.2645627263276,280.9369940802649,283.24845927968977,285.4806067147182,287.4220553626645,288.49039787009383,,,,,,,,
8,2006-01-17,NSE:PVRINOX,269.94161887,271.90554487,259.38551662,260.51477407,147711.2681506,-2.944949590834999,-0.3463288494042466,,,,0.0,-5.250003571754084,,,,,,,12.520028250000053,,273.40096478881344,278.992020745954,281.78176991132267,284.501554454141,286.8892379113246,288.2120334541725,,,,,,,,
9,2006-01-18,NSE:PVRINOX,257.27430599,265.13000999,251.38252799,259.87649812,126897.85664631,-0.2450056632214169,-2.944949590834999,,,,0.0,-5.515894126992193,,,,,,,13.74748200000002,,270.9419708490292,277.1714947815774,280.36852656994705,283.5358659704492,286.35433217288255,287.9300878289569,271.974294064,,,,,,,
10,2006-01-19,NSE:PVRINOX,264.93360757,267.87949657,260.36747962,266.30837541,109365.62783441,2.474974588517819,-0.2450056632214169,,,,0.0,-2.7956953404687757,-8.05221196662773,,,,,,7.512016950000032,,270.09949895102386,276.1369119842843,279.46142004349883,282.8602781053336,285.95738253401356,287.7149464118529,269.642131939,,,,,,,
11,2006-01-20,NSE:PVRINOX,269.94161887,278.77928587,265.13000999,267.63400582,294481.56398346,0.4977802173736112,2.474974588517819,,,,0.0,-0.637987628095555,-3.556270221328845,,,,,,13.649275880000005,,269.6512274726559,275.32711139720965,278.69836106133766,282.2631693882617,285.59454339116184,287.5151360577051,268.65525716,,,,,,,
12,2006-01-23,NSE:PVRINOX,267.09393599,283.73821866,265.27729462,279.31938516,405423.62596057,4.366178843453518,0.4977802173736112,,,,0.0,4.060727855981509,3.267380531342307,,,,,,18.460924039999952,,271.40907432490025,275.70732794604686,278.7384271322191,282.14772686950636,285.47028283212893,287.43358629752896,269.53902386,,,,,,,
13,2006-01-24,NSE:PVRINOX,278.68108957,297.53478899,277.15905674,286.09492986,933464.90656371,2.425733787190882,4.366178843453518,59.229738758459725,66.19853299715263,,0.0,9.819080657255407,4.053575000282,,,,,-33.80146700284738,20.37573225,,274.0792298767366,276.69662336642335,279.2130402114308,282.3025191436434,285.4826520802056,287.4202663329765,270.653552847,,,,,,,
14,2006-01-25,NSE:PVRINOX,289.48268257,294.49069387,283.78730699,291.88850174,361556.39267167,2.0250522729763425,2.425733787190882,64.28660434995098,87.7659574468085,,0.0,12.318160299827568,6.122809492303701,,,,,-12.234042553191495,10.703386879999982,,277.3172793064208,278.1434689258116,280.0308119229514,282.67844002977506,285.6095005883203,287.4647263867777,272.33761840999995,,,,,,,
15,2006-01-27,NSE:PVRINOX,295.57086299,302.34639787,283.78730699,286.68410766,628905.56979199,-1.7830075693203586,2.0250522729763425,57.39924767396284,69.26785535149007,,0.0,7.6511796591564805,4.641580645465772,,,,0.0,-30.732144648509937,18.559090879999985,,279.0203390070716,278.9568630909724,280.4600568092126,282.8355250348819,285.6307799362744,287.4569590362625,273.609261477,,,,,,,
16,2006-01-30,NSE:PVRINOX,289.67908499,290.66104799,276.91356599,282.06887174,110904.38234967,-1.6098680731453474,-1.7830075693203586,52.07153401939724,60.211957652066815,,0.0,5.393509646045618,4.721112093688152,,,,0.0,-39.788042347933185,13.74748199999999,,279.5746176857858,279.25324486707024,280.56385132087627,282.8054601997885,285.5602471007046,287.40334622734446,274.880904544,,,,,,,
17,2006-01-31,NSE:PVRINOX,284.18008237,288.64803366,270.48171816,275.68611224,336531.00984036,-2.2628372498626494,-1.6098680731453474,45.74740915325267,47.68787046043688,,0.0,-1.3007593146171397,2.707148245536437,,,,0.0,-52.31212953956312,18.166315499999996,,278.86761669564294,278.9135179502064,280.24915847694876,282.5262700837184,285.36471967772036,287.28675683443555,275.607556182,,,,,,,
18,2006-02-01,NSE:PVRINOX,276.91356599,278.87749199,260.22019499,262.08591487,119469.8781987,-4.933218165940933,-2.2628372498626494,35.77677704134655,21.001911560488463,,0.0,-8.391974999958487,0.6030908633142855,,,,0.0,-78.99808843951155,18.657297000000028,,275.81639818188967,277.31088908542483,279.07733630875856,281.7246875263176,284.90375324588433,287.03600218802325,275.76467026200004,,,,,,,
19,2006-02-02,NSE:PVRINOX,264.93360757,268.37047807,246.71820374,251.33342984,220011.34463353,-4.102656579363853,-4.933218165940933,30.176893034616697,8.296559275705548,-161.6119615800252,0.0,-13.894028595934365,-3.2873570106578742,,,,0.0,-91.70344072429445,21.652274329999983,,271.3649493924552,274.83684534776535,277.28740685916125,280.5328734994032,284.2389943665599,286.68075271192356,274.91036343400003,273.442328749,,,,,,282.70701389279844
20,2006-02-03,NSE:PVRINOX,256.19413687,256.19413687,247.94565749,250.59695759,80754.57018626,-0.2930259816487052,-4.102656579363853,29.83246446109682,6.972640242348244,-170.83208165830789,0.0,-12.587774873380301,-5.899708484876303,,,,0.0,-93.02735975765177,8.24847938000002,,267.58895088291786,272.52828460893056,275.5654423901831,279.35891601275995,283.5728154204894,286.32170997439204,273.339221652,271.4906767955,,,,,,277.79136970047847
21,2006-02-06,NSE:PVRINOX,247.55288211,260.22019499,247.55288211,253.98472012,85832.15457614,1.351876959153949,-0.2930259816487052,33.587513772702025,13.062650142872773,-133.96479143041998,0.0,-9.956487380814886,-5.099981842060833,,,,100.0,-86.93734985712722,12.667312879999969,,265.11545438056913,270.76223084808004,274.17313772759064,278.3638495071615,282.98691254325195,285.9999488813135,271.974293082,270.314775121,,,,,,276.0171813209561
22,2006-02-07,NSE:PVRINOX,254.57390774,258.35447511,252.36449099,256.48874541,49236.07101522,0.9858960369021066,1.351876959153949,36.30096912623145,17.564010162125278,-104.76672456592802,0.0,-6.963487088275108,-8.173668195969347,,,,99.99999999999999,-82.43598983787473,5.989984120000003,,263.54696184046566,269.4028512825486,273.0322091909719,277.50600228766496,282.46219636239545,285.7063050656786,269.69122910699997,269.6151264835,,,,,,276.8554991989788
23,2006-02-08,NSE:PVRINOX,255.40858611,263.06787787,250.89154649,261.20215799,148840.63860555,1.837668382862402,0.9858960369021066,41.173217983973885,26.037074322692906,-77.21565196609603,0.0,-0.33720121145708376,-8.700878370050535,,,,100.0,-73.9629256773071,12.176331380000022,,263.12063386765374,268.62183287373443,272.2689800812318,276.8666358446193,282.0412055035361,285.4624827067166,267.20195192,268.9277523835,,,,,,276.86168617227304
