,datetime,symbol,open,high,low,close,volume,change (%),last day change (%)
0,2005-10-25,NSE:AURIONPRO,86.25109807,113.69078564,8.45599001,90.09857352,14502584.54683875,,
1,2005-10-26,NSE:AURIONPRO,86.67389757,93.39640962,82.53046077,84.01025903,4911240.43037991,-6.757392766766195,
2,2005-10-27,NSE:AURIONPRO,84.55990007,87.68861637,74.9623531,77.24546702,2844669.87080414,-8.0523403785534,-6.757392766766195
3,2005-10-28,NSE:AURIONPRO,77.87966627,80.33190506,63.58904231,65.70303982,2416319.08075921,-14.942530151331079,-8.0523403785534
4,2005-10-31,NSE:AURIONPRO,65.11112305,76.69582682,60.50261104,72.93291381,4446718.83126873,11.003865285087203,-14.942530151331079
5,2005-11-01,NSE:AURIONPRO,78.21790756,78.64070706,73.56711306,76.31530981,1082288.41243937,4.637681155604991,11.003865285087203
6,2005-11-02,NSE:AURIONPRO,76.01935185,76.10391006,71.96047327,73.05975535,1123165.94419194,-4.2659257599887335,4.637681155604991
7,2005-11-07,NSE:AURIONPRO,73.73623032,77.2031913,71.19943332,74.41271206,965098.11311192,1.8518494943194477,-4.2659257599887335
8,2005-11-08,NSE:AURIONPRO,75.25831106,76.6535511,73.98991256,75.0891938,450750.29617597,0.9090943217531746,1.8518494943194477
9,2005-11-09,NSE:AURIONPRO,72.29871456,84.30621783,72.29871456,81.76942083,2089430.09463268,8.89638933638411,0.9090943217531746
10,2005-11-10,NSE:AURIONPRO,85.32093917,90.39453317,79.27490631,86.71617752,3882495.12757513,6.0496413448792685,8.89638933638411
11,2005-11-11,NSE:AURIONPRO,87.47721662,90.26769332,83.88341833,84.94041962,1650058.71445865,-2.04778156831284,6.0496413448792685
12,2005-11-14,NSE:AURIONPRO,84.55990007,88.11141587,83.03781933,85.44777902,1279647.91720101,0.5973120950776845,-2.04778156831284
13,2005-11-16,NSE:AURIONPRO,84.55990007,87.77317627,84.55990007,86.03969832,593586.32117564,0.6927263725151422,0.5973120950776845
14,2005-11-17,NSE:AURIONPRO,86.25109807,87.51949657,84.47534186,85.06725947,274353.44627303,-1.130221129301611,0.6927263725151422
15,2005-11-18,NSE:AURIONPRO,85.61689882,86.25109807,80.79698705,81.76942083,231732.77149543,-3.876742545306773,-1.130221129301611
16,2005-11-21,NSE:AURIONPRO,81.8539858,81.8539858,76.82266752,78.64070706,392721.6088657,-3.8262638260636,-3.876742545306773
17,2005-11-22,NSE:AURIONPRO,76.94950906,81.17750406,76.94950906,77.75282558,327067.55776614,-1.129035474366436,-3.8262638260636
18,2005-11-23,NSE:AURIONPRO,78.17562508,80.67014636,77.79510806,78.55614885,254678.63588804,1.0331756614728456,-1.129035474366436
19,2005-11-24,NSE:AURIONPRO,79.10578905,79.3171888,75.25831106,77.28775035,88668.50592328,-1.6146393612318783,1.0331756614728456
20,2005-11-25,NSE:AURIONPRO,77.58370831,78.97894835,76.27302732,76.82266752,170019.12240361,-0.6017549066881335,-1.6146393612318783
21,2005-11-28,NSE:AURIONPRO,78.00650781,80.83926277,77.66826652,78.26019005,171081.09149213,1.8712218364791426,-0.6017549066881335
22,2005-11-29,NSE:AURIONPRO,78.38702483,78.38702483,74.83551156,75.72339305,85999.3920783,-3.2414909782090504,1.8712218364791426
23,2005-11-30,NSE:AURIONPRO,76.2307516,77.66826652,74.87779405,75.72339305,83588.08364679,0.0,-3.2414909782090504
24,2005-12-01,NSE:AURIONPRO,76.48442707,76.94950906,74.83551156,75.46971081,35373.74095304,-0.3350117180202128,0.0
25,2005-12-02,NSE:AURIONPRO,76.31530981,79.82454735,76.31530981,76.86495085,123856.57967488,1.8487417336375038,-0.3350117180202128
26,2005-12-05,NSE:AURIONPRO,77.83739055,77.83739055,75.25831106,75.9347928,28517.06302961,-1.2101198787145298,1.8487417336375038
27,2005-12-06,NSE:AURIONPRO,74.75095335,76.52670956,74.03219505,74.92006977,44931.46274973,-1.3363084201370192,-1.2101198787145298
28,2005-12-07,NSE:AURIONPRO,75.5119933,76.06162757,73.94763007,74.41271206,35677.66751846,-0.6771986619307092,-1.3363084201370192
29,2005-12-08,NSE:AURIONPRO,75.59655235,77.37230856,74.41271206,76.14619255,85594.9450535,2.329548866062376,-0.6771986619307092
30,2005-12-09,NSE:AURIONPRO,76.94950906,77.79510806,75.89251031,76.18846827,27032.90801169,0.05551915149565327,2.329548866062376
31,2005-12-12,NSE:AURIONPRO,77.79510806,78.93666502,76.52670956,78.0487903,76875.68214741,2.441737013805425,0.05551915149565327
32,2005-12-13,NSE:AURIONPRO,79.44402358,79.48630606,77.11862632,77.75282558,35223.55156079,-0.3792047498268355,2.441737013805425
33,2005-12-14,NSE:AURIONPRO,77.58370831,77.79510806,74.87779405,75.17375285,23603.38645633,-3.3170147975476407,-0.3792047498268355
34,2005-12-15,NSE:AURIONPRO,75.25831106,76.86495085,74.83551156,75.34286927,17821.68615146,0.22496737702778477,-3.3170147975476407
35,2005-12-16,NSE:AURIONPRO,75.25831106,76.52670956,75.25831106,75.8079521,11350.53375459,0.6172884501296616,0.22496737702778477
36,2005-12-19,NSE:AURIONPRO,75.42742832,79.65542333,75.42742832,77.87966627,37777.95382271,2.73284545039175,0.6172884501296616
37,2005-12-20,NSE:AURIONPRO,79.44402358,79.48630606,75.68111056,75.9347928,20418.66178441,-2.4972801799860673,2.73284545039175
38,2005-12-21,NSE:AURIONPRO,77.24546702,77.24546702,75.30059355,75.72339305,14433.55537349,-0.27839642699334294,-2.4972801799860673
39,2005-12-22,NSE:AURIONPRO,76.39986802,76.86495085,75.25831106,75.55426902,9608.5733232,-0.22334449525831418,-0.27839642699334294
40,2005-12-23,NSE:AURIONPRO,75.68111056,76.18846827,73.60939555,73.90535435,11292.58666624,-2.1824242248489303,-0.22334449525831418
41,2005-12-26,NSE:AURIONPRO,72.0027566,75.04691131,71.24171581,71.53767377,14325.93935227,-3.2036658247887804,-2.1824242248489303
42,2005-12-27,NSE:AURIONPRO,73.14431356,74.41271206,71.96047327,73.56711306,14895.94948664,2.836881859654575,-3.2036658247887804
43,2005-12-28,NSE:AURIONPRO,73.05975535,77.37230856,73.01747202,74.45499455,80554.73096076,1.2069000033695194,2.836881859654575
44,2005-12-29,NSE:AURIONPRO,74.41271206,75.5119933,73.56711306,74.70867002,12667.9430693,0.3407098093730296,1.2069000033695194
45,2005-12-30,NSE:AURIONPRO,75.59655235,86.58933767,75.59655235,80.83926277,359407.94603315,8.205999047177261,0.3407098093730296
46,2006-01-02,NSE:AURIONPRO,81.30434561,92.08573117,80.62786302,86.20881812,877205.38861634,6.642261651095459,8.205999047177261
47,2006-01-03,NSE:AURIONPRO,89.97173367,90.26769332,85.40549907,86.58933767,415485.35383779,0.44139283926886813,6.642261651095459
48,2006-01-04,NSE:AURIONPRO,87.09669707,88.32281562,83.88341833,84.60218002,140187.01524657,-2.2949218731447543,0.44139283926886813
49,2006-01-05,NSE:AURIONPRO,84.55990007,86.67389757,81.64258605,85.78601862,115953.30638024,1.3993003486672884,-2.2949218731447543
50,2006-01-06,NSE:AURIONPRO,86.75845747,91.95889132,85.19409932,88.66105522,407595.08907319,3.3514046300893616,1.3993003486672884
51,2006-01-09,NSE:AURIONPRO,89.59121412,92.80449032,88.36509557,89.50665422,270119.76104263,0.9537434422608343,3.3514046300893616
52,2006-01-10,NSE:AURIONPRO,89.54893417,91.15557227,87.18125697,87.94229607,105449.50967173,-1.7477562574900185,0.9537434422608343
53,2006-01-12,NSE:AURIONPRO,96.82108558,96.82108558,87.09669707,91.40925197,284501.28229597,3.9423076891697106,-1.7477562574900185
54,2006-01-13,NSE:AURIONPRO,91.78977152,94.62252818,90.73277277,91.40925197,99826.27691459,0.0,3.9423076891697106
55,2006-01-16,NSE:AURIONPRO,92.00117127,95.46812718,90.64821287,92.88905022,131263.16364081,1.6188714141164433,0.0
