,datetime,symbol,open,high,low,close,volume,change (%),last day change (%),rsi_14,stoch_oscillator,cci,adx,awesome_oscillator,momentum,macd,macd_signal,macd_diff,stoch_rsi_fast,williams_r,bull_bear_power,ultimate_oscillator,ema_10,ema_20,ema_30,ema_50,ema_100,ema_200,sma_10,sma_20,sma_30,sma_50,sma_100,sma_200,ichimoku_base_line,vwma_20
0,1999-01-04,NSE:SUNDRMBRAK,84.12863986,84.12863986,83.15039986,83.15039986,204.44880637,,,,,,0.0,,,,,,,,0.9782400000000138,,83.15039986,83.15039986,83.15039986,83.15039986,83.15039986,83.15039986,,,,,,,,
1,1999-01-05,NSE:SUNDRMBRAK,80.46023986,80.46023986,78.25919987,78.35702191,1022.24403184,-5.764708237207019,,,,,0.0,,,,,,,,2.201039989999998,,82.27887659636362,82.6938876742857,82.84114966967742,82.96242425411765,83.05548148475246,83.10270455701493,,,,,,,,
2,1999-01-06,NSE:SUNDRMBRAK,82.17215986,83.15039986,79.48199986,83.15039986,511.12201592,6.117355960140514,-5.764708237207019,,,,0.0,,,,,,,,3.6683999999999912,,82.43733537157021,82.73736502530612,82.86110129485952,82.9697958465052,83.05736105653953,83.10317913714414,,,,,,,,
3,1999-01-07,NSE:SUNDRMBRAK,83.15039986,84.12863986,81.92759986,83.15039986,715.57082229,0.0,6.117355960140514,,,,0.0,,,,,,,,2.201040000000006,,82.56698346037562,82.77670167622935,82.87976571841698,82.97687835683834,83.0592034090833,83.103648995083,,,,,,,,
4,1999-01-08,NSE:SUNDRMBRAK,83.15039986,84.12863986,83.15039986,84.12863986,357.78541114,1.1764705902161297,0.0,,,,0.0,,,,,,,,0.9782400000000138,,82.85092098758005,82.90545769373132,82.9603382436804,83.0220454746094,83.08038036850739,83.11384790916178,,,,,,,,
5,1999-01-11,NSE:SUNDRMBRAK,83.15039986,86.08511985,83.15039986,86.08511985,153.33660478,2.3255813873323103,1.1764705902161297,,,,0.0,3.529411758621945,,,,,,,2.934719990000005,,83.43895714438368,83.208282660995,83.16193705699135,83.14216603835021,83.13988016022012,83.1434128040955,,,,,,,,
6,1999-01-12,NSE:SUNDRMBRAK,85.10687985,85.10687985,83.15039986,84.12863986,1891.1514589,-2.272727265070993,2.3255813873323103,,,,0.0,7.36579544412653,,,,,,,1.9564799900000054,,83.56435400176846,83.2959357275669,83.2243049797661,83.18085128625805,83.15945956021575,83.15321605838311,,,,,,,,
7,1999-01-13,NSE:SUNDRMBRAK,84.12863986,84.12863986,84.12863986,84.12863986,51.11220159,0.0,-2.272727265070993,,,,0.0,1.1764705902161297,,,,,,,0.0,,83.66695143053784,83.37524088303672,83.28264916558764,83.21801946562047,83.17865124932038,83.16292176785193,,,,,,,,
8,1999-01-14,NSE:SUNDRMBRAK,83.15039986,83.15039986,83.15039986,83.15039986,102.22440318,-1.162790699609456,0.0,,,,0.0,0.0,,,,,,,0.0,,83.57303296316731,83.35382745227132,83.27411695232392,83.21536771638046,83.17809181586848,83.16279717175391,,,,,,,,
9,1999-01-18,NSE:SUNDRMBRAK,82.17215986,83.10148492,77.77007987,77.77007987,255.56100796,-6.47058823416221,-1.162790699609456,,,,0.0,-7.558139535574804,,,,,,,5.331405050000001,,82.51795058259144,82.82204196824549,82.91901778572239,83.0018270165224,83.07100247040574,83.1091382931295,82.719974065,,,,,,,
