,datetime,symbol,open,high,low,close,volume,change (%),last day change (%)
0,2021-08-18,NSE:MFL,387.10001,406.45001,387.10001,406.45001,96452.0,,
1,2021-08-20,NSE:MFL,426.75,426.75,426.75,426.75,11294.0,4.994461680539749,
2,2021-08-23,NSE:MFL,448.04999,448.04999,448.04999,448.04999,30601.0,4.991210310486228,4.994461680539749
3,2021-08-24,NSE:MFL,470.45001,470.45001,470.45001,470.45001,14626.0,4.999446601929406,4.991210310486228
4,2021-08-25,NSE:MFL,493.95001,493.95001,493.95001,493.95001,14054.0,4.995217238915565,4.999446601929406
5,2021-08-26,NSE:MFL,518.59998,518.59998,518.59998,518.59998,46014.0,4.9903774675497905,4.995217238915565
6,2021-08-27,NSE:MFL,544.5,544.5,507.0,544.5,466117.0,4.994219243895852,4.9903774675497905
7,2021-08-30,NSE:MFL,571.70001,571.70001,571.70001,571.70001,86395.0,4.995410468319563,4.994219243895852
8,2021-08-31,NSE:MFL,600.25,600.25,600.25,600.25,48433.0,4.993876071473215,4.995410468319563
9,2021-09-01,NSE:MFL,630.25,630.25,630.25,630.25,22863.0,4.997917534360683,4.993876071473215
10,2021-09-02,NSE:MFL,693.25,693.25,650.0,693.25,423346.0,9.996033320111067,4.997917534360683
11,2021-09-03,NSE:MFL,744.54999,762.54999,651.09998,690.70001,1237284.0,-0.36783122971510707,9.996033320111067
12,2021-09-06,NSE:MFL,694.0,744.40002,660.0,719.70001,320509.0,4.198639001033169,-0.36783122971510707
13,2021-09-07,NSE:MFL,732.0,732.5,672.0,680.79999,247894.0,-5.4050325773929115,4.198639001033169
14,2021-09-08,NSE:MFL,674.0,695.0,654.5,659.75,206623.0,-3.091949222854715,-5.4050325773929115
15,2021-09-09,NSE:MFL,663.0,698.95001,662.0,673.29999,108026.0,2.053806744979156,-3.091949222854715
16,2021-09-13,NSE:MFL,679.59998,684.0,660.09998,673.09998,79771.0,-0.029705926477144345,2.053806744979156
17,2021-09-14,NSE:MFL,680.0,740.40002,677.15002,740.40002,117081.0,9.998520576393434,-0.029705926477144345
18,2021-09-15,NSE:MFL,789.29999,814.40002,771.0,814.40002,225727.0,9.994597244878518,9.998520576393434
19,2021-09-16,NSE:MFL,844.0,858.79999,763.5,769.79999,331281.0,-5.476427910696768,9.994597244878518
20,2021-09-17,NSE:MFL,788.0,798.0,740.09998,748.04999,122874.0,-2.8254092338972363,-5.476427910696768
21,2021-09-20,NSE:MFL,740.0,752.0,690.0,695.95001,165346.0,-6.964772501367183,-2.8254092338972363
22,2021-09-21,NSE:MFL,699.0,724.90002,666.90002,711.84998,155299.0,2.284642542069931,-6.964772501367183
23,2021-09-22,NSE:MFL,715.0,730.0,696.09998,699.25,89676.0,-1.7700330623033746,2.284642542069931
24,2021-09-23,NSE:MFL,710.0,747.0,701.75,719.09998,168220.0,2.8387529495888395,-1.7700330623033746
25,2021-09-24,NSE:MFL,727.29999,737.5,701.0,708.70001,76223.0,-1.4462481281114679,2.8387529495888395
26,2021-09-27,NSE:MFL,715.0,735.0,701.04999,714.79999,71964.0,0.8607280815475026,-1.4462481281114679
