,datetime,symbol,open,high,low,close,volume,change (%),last day change (%)
0,2021-07-27,NSE:KPIGREEN,42.233291,42.233291,40.333293,42.233291,831015.0,,
1,2021-07-28,NSE:KPIGREEN,44.333289,44.333289,41.749958,42.466624,1580869.0,0.5524859523734529,
2,2021-07-29,NSE:KPIGREEN,43.83329,44.233289,42.383291,42.699961,936711.0,0.5494597357209247,0.5524859523734529
3,2021-07-30,NSE:KPIGREEN,43.783293,44.833288,43.299953,44.833288,1574785.0,4.996086530383485,0.5494597357209247
4,2021-08-02,NSE:KPIGREEN,47.06662,47.06662,46.81662,47.06662,190389.0,4.981414702397016,4.996086530383485
5,2021-08-03,NSE:KPIGREEN,49.416617,49.416617,49.416617,49.416617,101631.0,4.992916423571528,4.981414702397016
6,2021-08-04,NSE:KPIGREEN,51.883278,51.883278,51.883278,51.883278,17877.0,4.991561846493852,4.992916423571528
7,2021-08-05,NSE:KPIGREEN,54.466609,54.466609,49.299947,49.516617,2245328.0,-4.561510165182702,4.991561846493852
8,2021-08-06,NSE:KPIGREEN,50.999949,51.666615,49.666617,50.299946,304422.0,1.58195177186681,-4.561510165182702
9,2021-08-09,NSE:KPIGREEN,51.483282,51.816615,47.999952,48.333285,329703.0,-3.9098670205331874,1.58195177186681
10,2021-08-10,NSE:KPIGREEN,49.333284,49.333284,45.916621,45.916621,184665.0,-4.999999482758098,-3.9098670205331874
11,2021-08-11,NSE:KPIGREEN,43.666623,44.583289,43.633286,43.633286,502113.0,-4.972785344984338,-4.999999482758098
12,2021-08-12,NSE:KPIGREEN,44.333289,44.849955,41.616625,42.94996,744753.0,-1.5660658699874244,-4.972785344984338
13,2021-08-13,NSE:KPIGREEN,44.299952,45.083288,40.866626,45.083288,444507.0,4.967008118284641,-1.5660658699874244
14,2021-08-16,NSE:KPIGREEN,47.333286,47.333286,46.683287,47.333286,193248.0,4.990758438026964,4.967008118284641
15,2021-08-17,NSE:KPIGREEN,48.966614,48.966614,44.966618,44.966618,395028.0,-5.000007816909234,4.990758438026964
16,2021-08-18,NSE:KPIGREEN,44.966618,44.966618,42.733291,42.999957,119550.0,-4.373602213090598,-5.000007816909234
17,2021-08-20,NSE:KPIGREEN,41.466625,44.166622,41.466625,42.93329,131109.0,-0.1550396899234166,-4.373602213090598
18,2021-08-23,NSE:KPIGREEN,43.049954,44.966618,40.799959,40.799959,145104.0,-4.968943679834456,-0.1550396899234166
19,2021-08-24,NSE:KPIGREEN,40.966626,42.633291,38.766628,40.999959,265713.0,0.49019657103085745,-4.968943679834456
20,2021-08-25,NSE:KPIGREEN,41.333292,43.049954,41.333292,42.549957,195798.0,3.780486707315981,0.49019657103085745
21,2021-08-26,NSE:KPIGREEN,43.933289,44.633285,42.333291,44.016623,317751.0,3.4469271026525443,3.780486707315981
22,2021-08-27,NSE:KPIGREEN,44.483289,44.633285,42.666624,42.94996,68589.0,-2.4233185721676227,3.4469271026525443
